origem,topico,arquivo,texto
training,barley,0007159,usda comments on export sales report washington march corn sales of tonnes in the week ended march were the highest level since midnovember the us agriculture department said the department said the ussr dominated the weeks activity with purchases of mln tonnes which were earlier reported under the daily reporting system other large increaes were posted for japan and unknown destinations it said taiwan purchased tonnes for the season and tonnes for the season it said wheat sales of tonnes for the current season and tonnes for the season were down about onethird from the preceding week and the fourweek average wheat sales to china of tonnes were switched from to the season it noted soybean sales of tonnes were pct above the prior week and twothirds above the fourweek average japan the netherlands mexico and portugal were the main buyers the department said soybean cake and meal sales of tonnes were twothirds above the previous week and the largest of the marketing year with venezuela the dominant purchaser sales activity in soybean oil resulted in decreases of tonnes as reductions for unknown destinations more than offset increases for canada the dominican republic and panama the department said cotton sales of running bales bales for the current year and bales for the season were off pct from the previous week and pct from the fourweek average turkey thailand south korea and canada were the major buyers for the current season while thailand britain and japan were the major purchasers from the upcoming season the department said sorghum sales of tonnes were twothirds above the prior week and pct over the fourweek average venezuela was the leading buyer it said sales of tonnes of barley were times the previous week and pct greater than the fourweek average israel cyprus and saudi arabia were the main buyers it said
training,barley,0006148,rice corn lead us farm payments usda washington march rice and corn farmers will receive the largest payments from the us government during if the subsidies are calculated per planted acre the us agriculture department said usda said government outlays to rice farmers in are expected to reach dlrs per acre planted followed by corn at dlrs per planted acre government outlays include mainly deficiency payments and price support loans on a per acre basis cotton payments will reach dlrs in wheat dlrs sorghum dlrs barley dlrs and oats dlrs usda said usda estimates farm subsidies will reach billion dlrs in the figures were given by usda officials at a senate agriculture appropriations hearing yesterday
training,barley,0002982,ec grants licences for tonnes barley at ecus rebate brussels trade blah blah blah
training,barley,0002184,ccc accepts export bonus barley malt to nigeria washington march the commodity credit corporation ccc has accepted one bonus offer from an exporter on the sale of tonnes of barley malt to nigeria the us agriculture department said the department said the bonus awarded was dlrs per tonne and was made to rahr malting co and will be paid in the form of commodities from the inventory stocks of the ccc the barley malt is scheduled for shipment during april an additional tonnes of barley malt are still available to nigeria under the export enhancement program initiative announced december it said
training,barley,0007950,soviet union features in uk grain exports london march the soviet union featured prominently in uk grain exports outside the ec for the period july march taking a combined total of mln tonnes of wheat and barley out of alldestination uk exports of mln tonnes the home grown cereals authority said quoting provisional customs and excise figures the soviet total comprises tonnes of wheat and tonnes of barley grain traders said the figures understate shipments already made by several thousand tonnes and they expect total uk grain exports to the ussr this season to reach mln tonnes comprising mln wheat mln barley
training,barley,0008860,uk grain exports continue to rise sharply london april the uk exported tonnes of wheat and tonnes of barley in the first days of march the home grown cereals authority hgca said quoting provisional customs and excise figures this brought combined wheat and barley exports since the season started on july to mln tonnes substantially up on the mln exported in the same period this seasons total comprises mln tonnes of wheat and mln barley compared with mln and mln respectively a year ago
training,barley,0009417,grain reserve holdings usda washington april the us agriculture department gave a preliminary breakdown of grain in the farmerowned grain reserve as of april with comparisons based on telephone reports from farmers filed with the departments kansas city field office in mln bushels april previous wheat corn sorghum barley oats
training,barley,0001403,traders detail irish intervention barley tender london march the european commission authorised the export of tonnes of irish intervention barley at todays tender for noneuropean community destinations at ecus per tonne grain traders said
training,barley,0001391,paris trade details ec grain tender result paris march the ec commission rejected all bids for free market breadmaking and feed wheat and all bids for the special west german tender at todays weekly ec cereals tender trade sources said here it granted export licences for tonnes of free market barley at a maximum rebate of ecus per tonne and tonnes of maize at a maximum rebate of ecus they said licences for tonnes of the barley were awarded to french trade houses they added
training,barley,0005296,ec approves tonnes of barley exports london march the european community authorised the export of tonnes of barley yesterday bringing the cumulative total at weekly tenders since the series started last june to mln tonnes close to the mln under licence in the same year ago period traders said all bids for wheat were rejected however the total to date of mln tonnes is still substantially more than the mln under licence a year ago the tonnes of french maize granted for export moved the total to tonnes since the tender opened in february this year there were no facilities for maize in the previous weekly grain export series
training,barley,0009402,sesostris sells tonnes barley to greece madrid april sesostris the spanish subsidiary of the international grain trader dreyfus sold tonnes of barley to greece for delivery from mediterranean ports from april to a company spokesman said he gave no details on price the barley has a pct humidity
training,barley,0002056,less grain flows into west german intervention hamburg march the west german intervention board said it accepted tonnes of grain from the start of the current agricultural year to the end of last month compared with mln tonnes during the julyfebruary period in it said it accepted tonnes of bread wheat nil in the yearearlier period nil tonnes of high quality wheat tonnes of feed wheat tonnes of rye tonnes of high quality rye tonnes of summer barley and tonnes of winter barley
training,barley,0003902,usda details conservation crop enrollment washington march farmers enrolled over mln acres of program crops in the latest conservation reserve program signup and around four mln acres of nonprogram crops agriculture department conservation specialists said soybean acreage amounted to less than two mln acres of the nonprogram crop acreage enrolled a usda analyst said heavy enrollment of nonbase acreage in wheat states of which a big percentage would be fallow and nonsoybean land accounted for a large portion of the nonprogram acreage the analyst said wheat and corn acreage comprised slightly over pct of the total acres accepted into the tenyear program usda analysts gave the following enrollment breakdown wheat acres corn acres barley acres sorghum acres cotton acres rice acres peanuts acres tobacco acres total program crops acres total nonprogram acres total enrollment acres usda analysts are currently working on a complete state breakdown of crop acreage enrollment and should have it ready for publication later this week they said
training,barley,0002996,ec commission grants export licences trade brussels march the european communitys ec cereal management committee granted export licences for tonnes of quality soft breadmaking wheat at a maximum export rebate of european currency units ecus per tonne traders said the committee also granted export certificates of tonnes of barley at ecus per tonne but rejected all bids for the export of soft feed wheat they said certificates were also granted for the export of tonnes of maize at a maximum rebate of ecus per tonne the traders said
training,barley,0008367,french cereal exports through rouen up in march paris april french cereals exports through rouen port rose to tonnes between march and march from tonnes in the same period freight sources said the soviet union took tonnes of wheat and barley saudi arabia tonnes barley china wheat algeria wheat bangladesh wheat morocco maize greece wheat and barley spain wheat poland wheat brazil wheat italy wheat cyprus wheat and maize israel maize and the uk tonnes wheat six ships are loading tonnes of wheat the sources said they include tonnes for china for the soviet union for turkey and for italy another ship is loading tonnes of colza for the soviet union another ships should arrive to load tonnes of cereals by the end of the week six are to load tonnes of wheat for the soviet union two will load tonnes of barley for saudi arabia one tonnes of wheat for china two tonnes of wheat each for algeria and turkey and one tonnes of wheat for italy another is expected to load tonnes of colza for the soviet union flour exports through rouen rose to tonnes in the day period from in the equivalent period the sources said sudan took tonnes and west coast africa four ships are currently loading tonnes including for egypt for tanzania and for mauritania a ship is expected later this week to load tonnes for china
training,barley,0006948,french free market cereal export bids detailed paris march french operators have requested licences to export tonnes of maize tonnes of barley tonnes of soft bread wheat and tonnes of feed wheat at todays european community tender traders said rebates requested ranged from to european currency units a tonne for maize to ecus a tonne for barley and to ecus for bread wheat while rebates requested for feed wheat were ecus they said
training,barley,0003922,ccc accepts bonus bid on barley to cyrpus washington march the commodity credit corporation ccc has accepted a bid on an export bonus to cover the sale of tonnes of barley to cyprus the us agriculture department said the barley is for shipment may and the bonus of dlrs per tonne was made to harvest states cooperatives the department said the bonus will be paid in the form of commodities from the inventory of ccc stocks the department said an additional tonnes of us barley are still available to cyprus under the export enhancement program initiative announced on august
training,barley,0000355,traders detail french cereal export requests paris march french operators last friday requested licences to export tonnes of free market maize tonnes of free market barley and of soft wheat flour to nonec countries at prefixed daily droit commun rebates french trade sources said the latest requests for the maize were for export to switzerland austria and lichtenstein at a maximum daily rebate prefixed last friday at ecus a tonne against a previous ecu daily rebate the special daily rebate for maize was set in the context of a commission commitment to grant this season rebates for the export of tonnes of french maize to nonec countries in compensation for concessions to the us in the recent dispute over grain sales to spain if the latest french requests are accepted as expected this will bring the total of french maize exported in this context to tonnes the commission last thursday granted weekly rebates for the sale of tonnes of free market maize to nonec countries requests for barley were for export to switzerland austria and lichtenstein ceuta and melilla at an unchanged prefixed restitution of ecus a tonne while requests for soft wheat flour were for export to various nonec countries at an unchanged ecus a tonne
training,barley,0005762,west german barley rape affected by winter kill hamburg march winter kill has probably affected west german winter barley and rapeseed to an above average degree this season west german grain trader alfred c toepfer said in its latest report it is too soon to assess the extent of the damage but it is likely that northern west german crops are particularly at risk because of insufficient snow cover it said the soil needs to warm up rapidly and moisture content must improve to avoid further delays to spring field work it added
training,barley,0001289,french free market cereal export bids detailed paris march french operators have requested licences to export tonnes of free market feed wheat tonnes of soft bread wheat tonnes of barley and tonnes of maize at todays european community tender trade sources here said rebates requested ranged between and european currency units ecus a tonne for the feed wheat and ecus a tonne for the bread wheat and ecus for the barley and and ecus for the maize
training,barley,0001242,uk grainpotato futures volume down in february london march traded volumes for uk grain and potato futures in february were down on the previous month while pigmeat and pig cash settlement futures were higher official figures show combined wheat and barley futures trade declined to tonnes from mln in january and the value fell to mln stg from mln grain and feed trade association gafta figures show a total of tonnes were registered for main crop potato futures in february valued at mln stg versus and mln stg in january soymeal futures trade totalled tonnes against in january and value declined to nine mln stg from mln nine pigmeat contracts were traded in february six more than in the previous month representing carcases against valued at stg against stg pig cash settlement futures saw contracts traded against in january and the value rose to stg from stg
training,barley,0000663,uk wheat and barley exports adjusted upwards london march the uk exported tonnes of wheat and tonnes of barley in january the home grown cereals authority hgca said quoting adjusted customs and excise figures based on the previous january figures issued on february wheat exports increased by nearly tonnes and barley by about tonnes the new figures bring cumulative wheat exports for the period july february to mln tonnes and barley to mln compared with and mln tonnes respectively a year ago january wheat exports comprised tonnes to european community destinations and tonnes to third countries the soviet union was prominent in third country destinations taking tonnes while poland was credited with and south korea tonnes italy was the largest ec recipient with tonnes followed by west germany with and france tonnes barley exports for january comprised tonnes to the ec and to third countries the soviet union was the largest single importer with tonnes followed by saudi arabia with tonnes
training,barley,0005790,rains promise bountiful crops in ethiopia addis ababa march rain over wide areas has raised the prospect of good food crops throughout ethiopia which suffered a disastrous drought and famine two years ago aweke aynalem head of the governments agriculture development department told reporters prospects were good for attaining the target of tonnes of grain in the present growing season one of two each year in ethiopia normal crop production in ethiopia is about tonnes a year of which tonnes are produced from the belg small rains which fall at this time of year the belg rains are used to plant quickmaturing crops like maize and barley any shortfall during this period affects production in the main rainy season because farmers eat their stocks of seed aweke said peasants in wello tigre and hararghe regions which suffered severely from drought were now able to sow their crops because of the favourable rains the government had distributed large quantities of seed and fertiliser and the rains should ensure a good crop
training,barley,0007015,ec grants export licences tonnes free market maize zero barley paris traders blah blah blah
training,barley,0004620,ccc accepts export bonus bid on barley to israel washington march the commodity credit corporation ccc accepted a bid for an export bonus to cover the sale of long tons of barley to israel the us agriculture department said the department said the barley is for delivery april may and the bonus awarded was dlrs per ton the bonus was made to cargill inc and will be paid in the form of commodities from ccc stocks an additional tons of us barley are still available to israel under the export enhancement program announced june it said
training,barley,0007870,uk wheat and barley exports adjusted upwards london march the uk exported tonnes of wheat and tonnes of barley in february the home grown cereals authority hgca said based on the previous provisional figures issued for february wheat exports were increased by tonnes and barley by tonnes the new figures bring cumulative wheat exports for the period july march to mln tonnes and barley to mln compared with and mln tonnes respectively last season
training,barley,0001358,french cereal exports through rouen fall paris march french cereal exports through the port of rouen fell pct to tonnes during the period february to from for the period february to last year trade sources said main destinations were saudi arabia with tonnes of barley the soviet union of wheat italy of wheat spain of wheat and maize china of wheat and algeria of wheat between february and today five ships have loaded tonnes of cereals the sources added the tonnes comprised tonnes of wheat for china of wheat for the soviet union and of wheat for algeria by this friday sources estimated a further tonnes of cereals will have been loaded comprising tonnes of barley of wheat and of rapeseed for the soviet union of wheat for sri lanka of wheat for china and of wheat for poland
training,barley,0001047,estimated french barley stocks worrying onic paris march the size of french carryover barley stocks estimated at mln tonnes compared with tonnes in is worrying french cereals intervention office onic director bernard vieux said he told journalists these estimates were unchanged at the end of february from the previous month while export forecasts were lowered to mln tonnes from mln in vieux called on the ec commission to help by awarding a larger volume of export certificates and said if no outlets are opened for french barley a large amount could be put into intervention a small amount of french barley has already been put into intervention vieux said without detailing the amount the outlook for french maize is better with exports to nonec countries now put at tonnes against tonnes at the end of january and against tonnes in the higher estimate is due to the ec commissions decision to hold special export tenders for french maize he said
training,barley,0001357,ec awards tonnes barley export licences at ecus per tonne traders blah blah blah
training,barley,0009419,grain reserve holdings breakdown washington april the us agriculture department gave the following breakdown of grain remaining in the farmerowned grain reserve as of april in mln bushels by reserve number i ii iii iv v vi wheat nil nil corn sorghumx barley x mln cwts note usda says above totals may not match total in reserve numbers
training,barley,0000277,french estimate wheat deliveries unchanged paris march the french cereals intervention board onic left its estimate of french julyjune soft wheat deliveries unchanged from its last forecast at mln tonnes this compared with deliveries of mln tonnes in augustjuly estimated maize deliveries were also left unchanged from onics previous forecast at the beginning of february at mln tonnes against mln the previous season barley deliveries were also unchanged at mln tonnes against mln in
training,barley,0000001,national average prices for farmerowned reserve washington feb the us agriculture department reported the farmerowned reserve national fiveday average price through february as follows dlrsbusorghum cwt natl loan release call avge ratex level price price wheat iv v vi corn iv v x rates natl loan release call avge ratex level price price oats v barley na iv v sorghum y iv v reserves i ii and iii have matured level iv reflects grain entered after oct for feedgrain and after july for wheat level v wheatbarley after cornsorghum after level vi covers wheat entered after january x rates ydlrs per cwt lbs nanot available
training,barley,0009213,usda offers eep barley malt to colombia washington april the us agriculture department announced colombia has been made eligible for sales of up to tonnes of barley malt under the departments export enhancement program eep as with the previous eep initiatives sales of us barley malt would be made to buyers in colombia at competitive world prices usda said the export sales would be subsidized with commodities from the inventory of the commodity credit corp and enable us exporters to compete at commercial prices in the colombian market usda said
training,zinc,0002081,hudson bay mining cuts us canada zinc prices toronto march hudson bay mining and smelting co ltd said it cut prices for all grades of zinc sold in north america by one us cent a pound and by one canadian cent a pound effective immediately the new price for high grade zinc is us cents and canadian cents a pound the company said special high grade prime western and continuous galvanizing grade with controlled lead now costs us cents and canadian cents a pound the new price for continuous galvanizing grade alloyed with controlled lead and aluminum additions is us cents and canadian cents a pound
training,zinc,0006224,correctedhecla hl to buy mine stake from bp coeur dalene idaho march hecla minging co said it has agreed to purchase a pct interest in the greens creek joint venture from british petroleum co plcs bp amselco minerals inc unit the venture expects to bring into production a goldsilverleadzinc ore body on admiralty island alaska containing about short tons of ore assaying about ounce of gold ounces of silver pct zinc and pct lead per short ton hecla said it said there is significant potential for the discovery of additional ore corrects last assay result to lead from zinc
training,zinc,0002092,hudson bay mining cuts us canada zinc prices toronto march hudson bay mining and smelting co ltd said it cut prices for all grades of zinc sold in north america by one us ct a pound and by one canadian ct a pound effective immediately the new price for high grade zinc is us cts and canadian cts a pound the company said special high grade prime western and continuous galvanizing grade with controlled lead now costs us cts and canadian cts a pound the new price for continuous galvanizing grade alloyed with controlled lead and aluminum additions is us cts and canadian cts a pound
training,zinc,0004489,davy corp unit wins india smelter contract london march davy mckee ltd a subsidiary of uk engineering and contruction company davy corp plc has been awarded a contract worth around mln stg for the design of a zinc and lead smelter in india a spokesman for the company said the contract is being funded by britains overseas development administration as part of a total grant of mln stg to indias stateowned hindustan zinc ltd the grant is for the development of a major zinc and lead mine and associated smelting complex in rajastan north west india the agency said the agency said the project was expected to account for pct of indias total production of zinc a total mln stg of the grant is allocated for the supply of goods and services from britain the grant comes as part of package announced on march for indian mineral development the agency is also paying a further mln stg to indias coal sector for the expansion of its indigenous coal development programme using britishdesigned longwall technology
training,zinc,0006209,hecla hl to buy mine stake from bp bp unit coeur dalene idaho march hecla mining co said it has agreed to purchase a pct interest in the greens creek joint venture from british petroleum co plcs amselco minerals inc unit the venture expects to bring into production a goldsilverleadzinc ore body on admiralty island alaska containing about short tons of ore assaying about ounce of gold ounces of silver pct zinc and pct zinc per short ton hecla said it said there is significant potential for the discovery of additional ore hecla said initial production from a trackless underground mine is scheduled for late at a rate of about tons or ore per day at this rate the greens creek mine will be the largest domestic silver mine and is expected to be one of the lowest cost producers the company said it estimates its total investment in the project including its share of preproduction costs at about mln dlrs to be funded through internally generated cash and existing lines of credit it said amselco will retain a majority interest in the project other interest holders are csx corp csx and exaias resources corp
training,zinc,0002278,australian metal trader links to asturiana de zinc brisbane march metal traders australasia ltd said a newlyformed subsidiary the austmet ltd group has negotiated an exclusive longterm contract with spains asturiana de zinc to market its zinc metal exports metal traders said in a statement the contract would underpin the worldwide zinc copper and lead trading activities of austmet a whollyowned londonbased company with a us unit in stamford connecticut austmet has recruited a group of base metal traders currently operating out of britain and the us who have handled asturianas business for the past five years it said asturiana has a threeyear option to purchase pct of the austmet group to be priced on an independent valuation at the time of exercise metal traders said austmet will have an initial equity base of one mln stg a turnover of mln australian dlrs rising to mln in the first year and credit lines of up to mln us dlrs austmet should be generating profits from july and a mln dlr net is envisaged within two years it said metal traders said asturiana has the largest zinc smelting capacity in europe nearly tonnes a year of pct highgrade zinc at aviles in northern spain metal traders a listed company was formerly pyrotech resources nl whose chief activity was the development and marketing of hightechnology smelting processes invented in australia notably the siromelt zinc fuming process but in late control of the company changed and it expanded by acquisition into metal trading in australia and asia it then changed its name it also has the marketing contract for mineral sands produced by tio corp nl of which it holds pct in todays statement metal traders also said it is reviewing possible acquisition of a mineral producer
training,zinc,0003571,india to get uk coal steel industry grants new delhi march india will get mln stg as grants from britain to develop its coal zinc and lead industries the british information services said in a statement it said a mln stg grant would be disbursed over three to four years under an agreement signed here yesterday between the indian finance ministry and the british overseas development administration the british grants for developing the indian coal industry using british mechanised longwall technology totalled mln stg in the past years it said under a separate agreement the british government agreed to provide mln stg as a grant to develop a zinc and lead mine at rampuraagucha and an associated smelting complex at chaneriya both in indias northern state of rajasthan the statement said the grant will finance the basic engineering for the smelter complex to be undertaken by britains davy mckee of stockton it will also help develop the mine complex it added
training,zinc,0005438,houston metals mine yields positive results vancouver march houston metals corp said the the first phase of the underground rehabilitation extensive drilling and bulk sampling program at its silver queen mine has yielded positive results houston said representative assays from the ft and ft levels at the south end of the mine established ore deposits in the following ranges copper pct to pct lead pct to pct zinc six pct to pct silver pct to oz per ton gold to oz per ton germanium to grams per ton gallium five to grams per ton in addition houston metals said the weighted average of diamonddrilled holes ft below the foot level and ft along the strike assayed gold at oz per ton silver at oz per ton and zinc at pct an apparent parallel vein structure at the ft level returned similar values the company said it added that preliminary metallurgical tests from representative bulk ore samples indicate the commercial feasability of producing a zinc and a copperlead concentrate houston metals said gold silver and the base metals have recoveries of pct to pct with pct of gold recovered from better gold ores while gallium germanium and indium have recoveries of between pct to pct and are included in the zinc concentrate the companys program of diamond drilling underground drifting and metallurgical evaluation is scheduled to start on april houston metals said it has a pct interest in the silver queen mines it added that funds for the program have been provided by first exploration fund a canadian limited partnership sponsored by merrill lynch canada inc and dominion securities inc
training,zinc,0002646,peru guerrillas interrupt train route to mines lima march maoist guerrillas using dynamite derailed two locomotives and four train wagons interrupting traffic on perus sole railway line linking the capital to the central andes where most of the countrys mining centres are located authorities said damages was estimated at dlrs in the dynamite blast yesterday at chacapalca where the explosion wrecked the train laden with minerals and metres of the railway line crews hoped to restore traffic to the line later today after clearing the damaged train and repairing the tracks at chacapalca km east of the capital lima an official at mineroperu comercial minpeco perus state minerals marketing firm said the agency was assessing the situation there had not been a declaration of force majeure on contracts to ship minerals abroad foreign sales of silver copper zinc and other minerals earn peru over half of its export income most of the minerals extracted and refined in the central peruvian andes are shipped down the central railway to the lima port of callao
training,zinc,0002037,us mint seeking lbs zinc washington march the us mint said it is seeking offers on lbs of special highgrade zinc that it intends to purchase it said selling offers will be due at hrs est march the mint said two increments of lbs each are for delivery the weeks of april and april to ball corp greeneville tenn and two increments of lbs each are to be delivered the weeks of april and april to lasalle rolling mills lasalle ill firms in submitting offers may elect to receive payment from the mint by standard check or by wire transfer awards will be based on whichever method is most cost advantageous to the goverment at the time the awards are determined the offers will have a minimum acceptance period of calendar days the mint said
training,zinc,0009544,westmin to raise myra falls capacity by pct calgary alberta april westmin resources ltd said it plans to increase capacity at its myra falls british columbia base and precious metal mine and mill complex by pct to short tons of ore a day subject to regulatory approvals the company said the expansion will cost about mln dlrs and could be in operation by economies of scale from the expansion should pay back net expansion cost in less than one year westmin said the myra falls complex processed tons of ore a day during myra falls production was ounces of gold ounces of silver mln lbs of copper mln lbs of zinc and lbs of lead a company spokesman said myra falls production was ounces of gold ounces of silver mln pounds of copper mln pounds of zinc and pounds of lead a company spokesman said
training,zinc,0005486,uk lead and zinc offtake rises in january london march uk consumption of lead and zinc in all forms during january rose to and tonnes from and tonnes respectively in december latest figures by the world bureau of metal statistics wbms show refined lead consumption rose to tonnes from while scrap offtake was tonnes against slab zinc consumption was tonnes against during december while offtake of scrap and remelted metal was tonnes against meanwhile production of refined lead in january rose to tonnes from in december but slab zinc production fell to tonnes from the wbms figures showed stocks of slab zinc totalled tonnes down from decembers
training,zinc,0001368,zambian late copper output up sales down lusaka march zambian copper production rose pct to tonnes in fourth quarter from in the same period but sales fell pct to tonnes from zambia consolidated copper mines zccm said a spokesman for the governmentcontrolled mining company said the countrys cobalt production fell pct to tonnes over the same period while cobalt sales rose pct to tonnes he did not give figures for the fourth quarter of lead production fell pct to tonnes from and zinc production dropped pct to tonnes he added zccm which monopolises copper mining in zambia and accounts for about pct of the countrys foreign exchange earnings made a net loss of mln kwacha in compared with a net profit of mln kwacha the previous year the losses were after taking into account net interest payments of mln kwacha an exchange loss of mln kwacha and taxes of mln kwacha
training,zinc,0007379,pegasus gold pgulf starts milling in montana jefferson city mont march pegasus gold inc said milling operations have started at its montana tunnels openpit gold silver zinc and lead mine near helena the startup is three months ahead of schedule and six mln dlrs under budget the company said original capital cost of the mine was mln dlrs but came in at mln dlrs the company said after a startup period the mill is expected to produce ounces of gold ounces of silver tons of zinc and tons of lead on an annual basis from tons of ore the company said
training,zinc,0004895,oecd europe zinc stocks rise in january london march producers zinc stocks in organization for economic cooperation and development oecd european countries rose to tonnes in january from in december and in january latest international lead and zinc study group ilzsg figures show other figures were jan dec jan refined production refined deliveries mine output metal content
training,zinc,0005825,zinc producers approach ec on voluntary closures brussels march a number of individual zinc producing companies have approached the european commission to sound out its reaction to a possible industry plan for a voluntary reduction of smelting capacity commission sources said the companies have been told that the commission could not judge whether a plan would be acceptable under european community ec competition rules until it had full details they said in the industry drew up a plan envisaging the loss of about tonnes of annual capacity or about pct of the total however the industry did not proceed with this plan as zinc market conditions improved in the sources noted they said the companies which approached the commission recently and which they did not name appeared to envisage a loss of productive capacity similar to that proposed in
training,zinc,0009423,ball bll to supply penny blanks to mints muncie ind april ball corp said it was awarded a oneyear dlr contract to supply copperplated zinc penny blanks to the us mints in philadelphia and denver the new contract effective in june calls for shipping pounds of blanks to the mint in philadelphia and pounds to denver it said the blanks will be manufactured in greenville tenn ball began supplying blanks to the san francisco and west point mints in when the pennys content was changed to zinc from copper
training,zinc,0007855,world zinc stocks fall tonnes in february eindhoven march world closing stocks of primary zinc at smelters excluding eastern bloc countries fell tonnes in february to tonnes from revised from in january compared with in february provisional european zinc institute figures show february closing stocks of primary zinc at european smelters excluding yugoslavia fell tonnes to from revised from in january compared with in february total world zinc production excluding eastern bloc countries fell to tonnes in february from revised from in january february production was tonnes european zinc production including estimates for yugoslavia fell to tonnes in february from in january compared with in february
training,zinc,0008905,lme details march turnover london april the london metal exchange lme issued turnovers for march with figures for corresponding period in brackets all in tonnes except silver which in troy ounces copper higher grade nil standard cathodes nil grade a nil standard copper nil lead zinc high grade silver large small nil aluminium nickel cumulative figures for januarymarch were as follows copper higher grade nil standard cathodes nil grade a nil standard copper nil lead zinc high grade silver large small nil aluminium nickel
training,zinc,0002109,abms says us zinc stocks higher in february new york march total us slab zinc stocks held by smelters rose to short tons at the end of february from short tons at the end of january the american bureau of metal statistics reported zinc production increased to short tons in february from short tons in january shipments from smelters plants declined to short tons in february from short tons in january
training,zinc,0000671,three killed in south africa zinc refinery clash johannesburg march three black workers were killed and seven injured in fighting at a south african zinc refinery last night gold fields of south africa ltd said the company said two groups of workers began attacking each other at about local time with machetes knives and sticks at a hostel at the zincor plant some kms east of johannesburg it said the fighting was quelled after minutes by its own security staff police were called but the fighting had ended by the time they arrived a company spokesman said he had no idea of the cause of the fighting an investigation was underway he said
training,instal-debt,0001967,uk credit business falls in january london march new credit advanced by finance houses retailers bank credit cards and other specialist providers of credit slipped to billion stg in january from billion in december but remained close to the average level for s fourth quarter the department of trade and industry said of the january total billion stg was advanced on bank credit cards on a threemonth basis total advances in november to january were pct lower than in the previous three months within this total lending to consumers fell by pct and lending to businesses declined by pct at endjanuary the total amount outstanding was billion stg up from decembers billion stg and pct above the total three months earlier the department said january saw a rise of mln stg in amounts outstanding to finance houses other specialist credit grantors and retailers the department said advances on credit cards rose by pct between the latest two threemonth periods retailers advanced pct less in the latest three months than in the previous three months it said
training,instal-debt,0002198,us consumer credit rose million dlrs in jan vs million dec gain blah blah blah
training,instal-debt,0002208,us consumer credit rose mln dlrs in jan washington march us consumer instalment credit rose a seasonally adjusted mln dlrs in january after a revised rise of mln dlrs in december the federal reserve board said the annual rate of growth in january was pct up from pct in december previously the fed said consumer credit rose mln dlrs in december among the credit categories auto credit fell in january to billion dlrs from billion dlrs in december the fed said revolving credit in january fell by mln dlrs after rising by mln dlrs in december mobile home credit was up by mln dlrs after falling by mln dlrs in december the category referred to as other covering bank and credit union loans fell by mln dlrs in january after declining by billion dlrs in december the fed said before seasonal adjustment consumer credit outstanding totaled billion dlrs at the end of january compared with billion dlrs at the end of january
training,instal-debt,0009553,us feb consumer credit rose billion dlrs washington april us consumer instalment credit rose a seasonally adjusted billion dlrs in february after a revised rise of mln dlrs in january the federal reserve board said the annual rate of growth in february was pct up from pct in january previously the fed said consumer credit rose mln dlrs in january among the credit categories auto credit rose in february by mln dlrs after increasing mln dlrs in january the fed said revolving credit in february rose billion dlrs after falling by mln dlrs in january mobile home credit was down by mln dlrs in february after rising mln dlrs in january the category referred to as other covering bank and credit union loans increased by mln dlrs in february after rising by mln dlrs in january the fed said before seasonal adjustment consumer credit outstanding totaled billion dlrs at the end of february compared with billion dlrs at the end of february
training,instal-debt,0009542,us consumer credit rose billion dlrs in feb vs revised mln jan gain blah blah blah
training,yen,0007582,miyazawa expects dollar rebound soon spokesman tokyo march japanese finance minister kiichi miyazawa expects the dollar to rebound soon a ministry spokesman said he quoted miyazawa as telling japanese reporters that major industrial nations are aggressively intervening in currency markets worldwide to prevent a dollar freefall the minister believes that market forces will push the dollar back up from its record low of yen today according to the spokesman miyazawa told the japanese reporters the us unit fell because japanese investors sold dollars to hedge currency risks before the close of the fiscal year on march
training,yen,0007511,nakasone says major nations committed in paris to stable dlr above yen blah blah blah
training,yen,0001371,us commerces ortner says yen undervalued washington march commerce dept undersecretary of economic affairs robert ortner said that he believed the dollar at current levels was fairly priced against most european currencies in a wide ranging address sponsored by the exportimport bank ortner the banks senior economist also said he believed that the yen was undervalued and could go up by or pct i do not regard the dollar as undervalued at this point against the yen he said on the other hand ortner said that he thought that the yen is still a little bit undervalued and could go up another or pct in addition ortner who said he was speaking personally said he thought that the dollar against most european currencies was fairly priced ortner said his analysis of the various exchange rate values was based on such economic particulars as wage rate differentiations ortner said there had been little impact on us trade deficit by the decline of the dollar because at the time of the plaza accord the dollar was extremely overvalued and that the first pct decline had little impact he said there were indications now that the trade deficit was beginning to level off turning to brazil and mexico ortner made it clear that it would be almost impossible for those countries to earn enough foreign exchange to pay the service on their debts he said the best way to deal with this was to use the policies outlined in treasury secretary james bakers debt initiative
